gene,pu_score,rank_pctile,rank,drug_status,pu_role,furthest_stage,crossdonor_confidence,crossdonor_correlation_mean,lof.oe_ci.upper,mis.z_score,IEI,gwas_score,expected_n_regulators_residuals,zscore_Th1,zscore_Th2,zscore_Th17,zscore_Treg,polar_coef_rank_Rest,polar_coef_rank_Stim8hr,polar_coef_rank_Stim48hr,polar_rank_range,reg_burden_sig_Rest,reg_burden_sig_Stim8hr,reg_burden_sig_Stim48hr,n_sig_regulated_cytokines_Rest,n_sig_regulated_cytokines_Stim8hr,n_sig_regulated_cytokines_Stim48hr,n_sig_regulated_cytokine_receptors_Rest,n_sig_regulated_cytokine_receptors_Stim8hr,n_sig_regulated_cytokine_receptors_Stim48hr,has_cytokine
PIM1,0.822414363771677,0.9588760127166444,803,in trial,trial_heldout,Phase 2,0.4565553233520664,0.4565553233520664,0.455,2.88,0,0.034395,24.303651124455815,1.3781158898797274,-4.150704167757379,-2.751211736622985,-7.255648779595505,0.1336982017200938,0.2990320937340804,,0.1653338920139866,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1
ACTR3,0.8223851937327893,0.9588247359245206,804,non-target,unlabeled,,0.3257824588371713,0.3257824588371713,0.342,4.34,0,0.469711,-9.795498912529268,-0.6248967339975716,-0.3945478705740031,-3.1993853708141224,-6.076951652702359,0.4761532447224394,0.3925114620478859,0.1853403141361256,0.2908129305863138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PI4KA,0.8223606560033622,0.9587734591323966,805,non-target,unlabeled,,,,0.522,6.48,0,0.0,-12.178123083323626,-0.3027465280178161,-0.1636267810441493,0.1706776056171078,-1.897897644602601,,,,,0.0,0.0,0.0,,,,,,,0
KCNA1,0.8222791537642479,0.9587221823402728,806,approved,P,Approved,,,0.968,4.0,0,0.421815,,0.0466097800457979,2.2457203046665306,-1.2706059707543542,1.6703915776535243,,,,,,,,,,,,,,0
HECTD4,0.8222697745615514,0.9586709055481488,807,non-target,unlabeled,,,,0.283,10.1,0,0.675547,4.004633593110199,-0.156614701601131,0.1656156657884803,0.0420640548919989,2.554215435869865,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LEF1,0.8220568610932016,0.958619628756025,808,non-target,unlabeled,,,,0.427,2.37,0,0.7648,29.004042826866723,0.6063235402271832,-0.7737528029121749,4.269540000244356,-2.413748125657209,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CDK1,0.8220531672239304,0.9585683519639012,809,in trial,trial_heldout,Phase 3,,,0.304,4.33,0,0.437503,3.033853755070036,,,-1.5809253981048694,,,,,,0.0,0.0,0.0,,,,,,,0
SCAI,0.8219292534486896,0.9585170751717772,810,non-target,unlabeled,,,,0.366,4.5,0,0.078649,-4.675945529670943,0.595735891664132,5.558037474505515,,-2.9076340931086633,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NBEA,0.8218657388066759,0.9584657983796534,811,non-target,unlabeled,,,,0.165,7.62,0,0.432091,,0.149325344018763,2.3811890073719235,6.170345155256594,2.9281057376712964,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
CASP8AP2,0.8218088268023457,0.9584145215875296,812,non-target,unlabeled,,,,0.207,5.19,0,0.433312,,,,,,,,,,,,,,,,,,,0
GABBR1,0.8215867868065834,0.9583632447954056,813,approved,P,Approved,,,0.394,6.45,0,0.0,18.546731462518498,-0.5526238489673656,-3.452944469533197,1.684391107911685,-0.112956700072384,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ARHGAP32,0.8214462540088556,0.9583119680032816,814,non-target,unlabeled,,,,0.345,3.64,0,0.424051,-7.792325139347237,0.4860428227595669,2.3051345136235133,,-1.5184787881287385,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PBX1,0.8213203046659027,0.958260691211158,815,non-target,unlabeled,,,,0.222,5.46,0,0.294666,,,,1.3104250065362126,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1
ZBTB17,0.8210922633249735,0.958209414419034,816,non-target,unlabeled,,0.0222700189834938,0.0222700189834938,0.396,4.65,0,0.057023,20.179939344037653,0.9390292530200705,-1.5132804030067863,0.5019670781227763,2.9758430491283216,0.564764138649987,0.6844116148751911,0.3617801047120418,0.3226315101631493,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1
GABRB3,0.8210042136907577,0.95815813762691,817,in trial,trial_heldout,Phase 3,,,0.42,5.22,0,0.461029,,,,,,,,,,,,,,,,,,,0
COL2A1,0.8209283427538605,0.958106860834786,818,non-target,unlabeled,,,,0.188,6.06,0,0.107962,,,,1.2307918842426449,,,,,,,,,,,,,,,0
EIF5B,0.8207329941779068,0.9580555840426624,819,non-target,unlabeled,,,,0.406,3.96,0,0.033756,22.501216822162004,-0.006870154649144,0.6435038598676217,-1.8319121823525548,-1.016970355409027,,,,,0.0,0.0,0.0,,,,,,,0
PPP5C,0.8206064686179161,0.9580043072505384,820,in trial,trial_heldout,Phase 1,,,0.453,3.48,0,0.675015,-8.698341173742952,-0.1682560006679926,-0.539428862463205,-3.965219006722779,-3.2879002613387636,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GRM5,0.82059703820791,0.9579530304584144,821,non-target,unlabeled,,,,0.335,4.58,0,0.465634,,,,,,,,,,,,,,,,,,,0
DCLK1,0.8205657845888382,0.9579017536662906,822,non-target,unlabeled,,,,0.282,4.87,0,0.436968,,,,,,,,,,,,,,,,,,,0
SNRPC,0.8204220818845849,0.9578504768741668,823,non-target,unlabeled,,,,0.527,3.19,0,0.552756,3.115255639976534,0.1013954300490231,1.130921039407382,-1.072244863434513,-1.0493679634910325,,,,,0.0,0.0,0.0,,,,,,,0
SLC25A5,0.8203314120446018,0.9577992000820428,824,non-target,unlabeled,,,,0.556,4.33,0,0.0,2.520868423325704,-0.6691190047114164,0.8374557847239541,-1.7091784956618687,-5.540319321674226,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EMSY,0.8202537939864762,0.957747923289919,825,non-target,unlabeled,,,,0.268,3.26,0,0.620438,,0.2179088402003158,-0.703028801046478,,-3.636466826126149,,,,,,,,,,,,,,0
MYO9B,0.8202066367322748,0.9576966464977952,826,non-target,unlabeled,,,,0.377,5.25,0,0.0,,0.0835556449162631,1.1571590568916132,2.0522118116277785,0.9681889892074174,,,0.5429319371727749,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1
FBN1,0.8201861953248784,0.9576453697056712,827,non-target,unlabeled,,,,0.108,8.6,0,0.0,,-0.7814783893546664,1.961378543364374,1.6100176743844872,0.808960872248266,,,,,,,,,,,,,,0
KSR1,0.8200063321191042,0.9575940929135474,828,non-target,unlabeled,,,,0.5,2.34,0,0.654927,10.070831962176186,2.42767077854753,-5.416090326482661,4.413312723582929,5.5925544562883776,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DNM1L,0.8199983423157614,0.9575428161214234,829,non-target,unlabeled,,,,0.475,5.78,0,0.046282,-23.50955885878477,-0.0219601849609641,3.1176248725235314,-2.235946173962899,-0.8740353445357656,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AFF3,0.8199663705329605,0.9574915393292996,830,non-target,unlabeled,,,,0.331,2.34,0,0.783313,,-1.0080147230958698,5.013955903222348,-3.8410926538627215,-2.820429225191868,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
DOCK9,0.8198586496495709,0.9574402625371756,831,non-target,unlabeled,,,,0.403,3.87,0,0.398162,18.82317642316175,0.1189191292812028,1.2919393303116025,3.214329724245005,-3.9449242481718856,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ARHGAP23,0.8198490323164525,0.9573889857450518,832,non-target,unlabeled,,,,0.332,3.05,0,0.487871,-2.6487010484395026,1.7409173837434524,-2.043714489063579,2.3648730751192355,4.244672969080319,,,,,0.0,0.0,0.0,,,,,,,0
WDR26,0.8198450485966644,0.957337708952928,833,non-target,unlabeled,,-0.0700410231110069,-0.0700410231110069,0.125,4.55,0,0.0,24.894749356748815,0.4376457919788415,-1.6688589420672042,-3.1289136495402716,-5.093105584262346,0.5720615063851968,0.9730005094243503,0.9146596858638744,0.4009390030391535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
PLXNB1,0.819435088778261,0.957286432160804,834,non-target,unlabeled,,,,0.595,3.96,0,0.0,,0.0299695932371663,-1.2758684506592293,5.175361626954358,6.95408362973428,,,,,,,,,,,,,,0
TOMM40,0.8192756015062332,0.95723515536868,835,non-target,unlabeled,,,,0.409,3.63,0,0.0,40.26538880487491,-0.2072825432421557,1.2607753546306433,-1.5599925765118896,-2.573630185487676,0.5809225957779516,0.8143148242485991,,0.2333922284706475,0.0,0.0,0.0,6.0,5.0,0.0,11.0,0.0,0.0,1
ATP2B1,0.8191552917162578,0.9571838785765564,836,non-target,unlabeled,,0.4075098394722676,0.4075098394722676,0.176,7.83,0,0.410328,-4.371834454512391,0.3167807202106514,-5.228969504438851,-6.428627889218808,-5.535339203224076,0.2478498827208756,0.1118186449312277,0.2007853403141361,0.1360312377896479,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
ANKH,0.819120365048423,0.9571326017844324,837,non-target,unlabeled,,,,0.472,3.72,0,0.078717,17.433562799460457,0.8202053864460084,-1.4085812284681796,4.51127947754536,5.873967350713099,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BMPR2,0.8190481521264471,0.9570813249923084,838,non-target,unlabeled,,,,0.392,3.15,0,0.0,30.00869698650318,-0.3577468767056433,4.03032652023811,6.363001996248688,11.314095558418575,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MAP4K4,0.8188039634736056,0.9570300482001846,839,non-target,unlabeled,,,,0.263,6.91,0,0.0,45.178747041098035,1.6175061517945537,1.1957241113593018,5.196479100175086,2.5562517901125164,0.4063070106854313,0.2193071828833418,0.6484293193717278,0.4291221364883859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FMNL3,0.8187388214968183,0.9569787714080608,840,non-target,unlabeled,,,,0.594,3.17,0,0.0,21.267889424482465,0.6847911962245777,-0.9593106071908004,1.1581488701464648,6.80553072238592,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ANAPC1,0.8184582235837223,0.9569274946159368,841,non-target,unlabeled,,,,0.229,10.2,0,0.392006,,,,,,,,,,,,,,,,,,,0
AHCTF1,0.8183745449781418,0.9568762178238128,842,non-target,unlabeled,,,,0.136,3.57,0,0.0,,-1.0189265729843409,-0.1426403215873851,-1.9507282989264356,-1.7315902346758416,,,,,,,,,,,,,,0
DDR2,0.8181249132752418,0.956824941031689,843,in trial,trial_heldout,Phase 2,,,0.392,3.81,0,0.343442,,-0.4879942013967108,1.827571086441527,,-0.9887028486619406,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
GRIA1,0.8181218013167382,0.9567736642395652,844,in trial,trial_heldout,Phase 2,,,0.422,4.71,0,0.484554,,,,,,,,,,,,,,,,,,,0
SOX13,0.8179195741106411,0.9567223874474412,845,non-target,unlabeled,,,,0.535,2.75,0,0.0,,-2.1705160890230797,-3.845695363750155,-6.067963741367615,-9.781420601287156,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
KLF7,0.8178896074972782,0.9566711106553174,846,non-target,unlabeled,,,,0.231,3.72,0,0.045841,16.921470844070132,0.1217178511631466,2.050516519805766,3.9828637166919783,7.991718467947782,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TXNL4A,0.817845709773959,0.9566198338631936,847,non-target,unlabeled,,,,1.74,3.7,0,0.0,-1.1597410386285103,0.0915047100482031,0.6160304323066906,-2.214423301151699,-6.50682935926239,,,,,0.0,0.0,0.0,,,,,,,0
FOXN1,0.8178214301768038,0.9565685570710696,848,non-target,unlabeled,,,,0.471,0.629,1,0.333943,,,,,,,,,,,,,,,,,,,0
FCN3,0.8177897715568543,0.9565172802789458,849,non-target,unlabeled,,,,1.22,0.775,1,0.0,,-0.2155584195817156,-1.363613130709309,,-1.3282107464167443,,,,,,,,,,,,,,0
RBM39,0.8176757567322132,0.956466003486822,850,non-target,unlabeled,,,,0.244,6.85,0,0.0,-26.371405148942852,-0.6223319622949066,0.0357980127739764,,-2.267198293568696,,,,,0.0,0.0,0.0,,,,,,,0
AGO4,0.8176650082327656,0.956414726694698,851,non-target,unlabeled,,,,0.421,4.83,0,0.0,,1.0049019482815773,-1.505871065389204,4.874906040144339,1.400981373977979,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
OTULIN,0.8176112792765101,0.956363449902574,852,non-target,unlabeled,,,,0.584,2.56,1,0.675109,-19.78028746434782,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TMC6,0.8175849306462991,0.9563121731104502,853,non-target,unlabeled,,,,0.907,0.0667,1,0.0,9.670250198747755,0.0515243956370145,-1.9787935959044136,-4.279164625594128,-2.9072167060593395,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LRRC4C,0.8175016449047969,0.9562608963183264,854,non-target,unlabeled,,,,0.313,3.58,0,0.676959,,-0.0427765502409709,-1.080379215690053,0.5703366449063212,1.14448694088354,,,,,,,,,,,,,,0
ICAM5,0.8174877291676974,0.9562096195262024,855,non-target,unlabeled,,,,0.632,2.88,0,0.622423,,-0.8137040234918735,1.6135041675129276,1.1793740713446736,-1.2059568466719317,,,,,,,,,,,,,,0
SLC20A1,0.8174187898635864,0.9561583427340784,856,non-target,unlabeled,,,,0.612,2.44,0,0.0,1.2296538283804346,0.6807331073675917,-1.2819918800124523,-5.642378559797354,-7.382185034861981,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
UNC93B1,0.8174129447766713,0.9561070659419548,857,non-target,unlabeled,,,,0.777,2.18,1,0.0,4.041078305780751,-0.494820162618761,-5.207108665118587,0.390739173460963,4.721095655077091,0.1217096690122491,0.0588385124808965,0.2130890052356021,0.1542504927547056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PSMB9,0.817377268075943,0.9560557891498308,858,approved,P,Approved,0.1152366988053957,0.1152366988053957,0.903,0.979,1,0.0,28.636061600876623,,,,,0.3307271305707584,0.1658176260825267,0.256544502617801,0.1649095044882317,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1
ATP1B1,0.8171846115589142,0.9560045123577068,859,in trial,trial_heldout,Phase 2,,,0.196,3.43,0,0.0,24.341400502124905,0.3691176886701522,-4.919616509649932,-4.219539876500116,1.3372784459876284,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABCF1,0.8171497294489218,0.955953235565583,860,non-target,unlabeled,,,,0.702,3.56,0,0.0,,0.8617647741373985,-0.1665439183711019,-1.6959944839738117,-2.417921980184324,,,,,,,,,,,,,,0
MAOA,0.8170760971307754,0.9559019587734592,861,in trial,trial_heldout,Phase 2,,,0.282,3.33,0,0.0,,-3.477435816025308,8.563112275474499,-7.696200797503112,-2.8224447862474693,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
SRP72,0.8169059122926626,0.9558506819813352,862,non-target,unlabeled,,,,0.646,0.868,1,0.0,,-0.140586841114558,0.7984204893779496,-4.0987684487648135,-5.125656783235011,,,0.8198952879581152,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1
FSCN1,0.8168364802002906,0.9557994051892114,863,non-target,unlabeled,,,,0.427,3.15,0,0.575836,46.35751211104104,0.58965672331133,1.4775011665600162,1.909553124387782,-0.0461104841953323,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
USP46,0.8165605645913344,0.9557481283970874,864,non-target,unlabeled,,,,0.438,3.98,0,0.0,-8.829942369763769,-0.5735001687120528,-2.413946791974088,-3.543907966909575,-1.6313951135061109,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CD247,0.816472528836666,0.9556968516049636,865,non-target,unlabeled,,0.628778462000839,0.628778462000839,0.689,0.572,1,0.781677,-32.68070544397314,-0.0249848640079353,-1.245968806325348,-4.012025873029725,-1.1195704502731167,0.1360437842064112,0.1327050433010698,0.0301047120418848,0.1059390721645263,0.0,1.0,0.0,0.0,13.0,6.0,0.0,26.0,8.0,1
RUVBL2,0.8164699548330062,0.9556455748128396,866,non-target,unlabeled,,,,0.271,3.52,0,0.0,,0.2022532032228037,0.911163474855098,-1.3792076952388066,-3.5734990484465423,,,,,,,,,,,,,,0
ELAVL3,0.8163692493631383,0.9555942980207158,867,non-target,unlabeled,,,,0.422,4.6,0,0.0,,-0.606760177096172,-0.6658133385977978,2.0433714930159637,-0.8502807214362347,,,,,,,,,,,,,,0
ELAVL1,0.8163581110385,0.955543021228592,868,non-target,unlabeled,,0.6689036750027544,0.6689036750027544,0.167,5.85,0,0.0,-16.018331313701655,0.2319088913713798,1.3508363905110672,-1.1784331360646791,-1.912289631504965,0.7847276518113109,0.8843606724401426,0.7643979057591623,0.1199627666809802,0.0,1.0,0.0,0.0,3.0,1.0,5.0,2.0,5.0,1
TNFSF9,0.8162427809503343,0.955491744436468,869,non-target,unlabeled,,,,1.65,-0.275,1,0.049198,33.23144214457939,0.5307016199356167,-0.174528642079579,-5.7271504422113235,1.147516250526064,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PSMC2,0.8161840716004372,0.9554404676443442,870,approved,P,Approved,,,0.247,5.54,0,0.0,-10.15303032187503,,,,,,,,,0.0,0.0,1.0,,,,,,,0
UBE2E3,0.8160472884396006,0.9553891908522204,871,non-target,unlabeled,,,,0.445,4.55,0,0.60391,5.147328342685321,,,1.7036116378801789,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FBXW11,0.8159762453667971,0.9553379140600964,872,non-target,unlabeled,,,,0.359,5.95,0,0.0,-29.85211898756354,0.6159030700314259,-1.4002466508669478,0.2368105679965215,5.849221329789926,,,,,0.0,0.0,0.0,,,,,,,0
CASTOR2,0.8157992702053518,0.9552866372679724,873,non-target,unlabeled,,,,0.463,3.62,0,0.359851,,-0.3704438616752546,2.506693106511343,5.65955835999618,0.0910747506790629,,,,,,,,,,,,,,0
ARHGAP26,0.8156988074382147,0.9552353604758488,874,non-target,unlabeled,,,,0.475,3.38,0,0.646026,7.7298972947674995,0.5568547984463456,4.473618527668159,8.439525283664654,-2.304317733410644,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PELI1,0.8155518429619926,0.9551840836837248,875,non-target,unlabeled,,,,0.56,2.28,0,0.0,40.45196616688974,0.8553905153838692,-5.717541164033532,-5.140994701375685,-3.678513565762606,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MAP3K8,0.8155453643202781,0.9551328068916008,876,in trial,trial_heldout,Phase 2,,,0.686,2.93,0,0.821365,19.547858250416244,,,-2.254531658209443,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MAST3,0.8152987416544109,0.9550815300994768,877,non-target,unlabeled,,,,0.437,5.15,0,0.066375,47.91256135810079,0.4587059376526247,-1.2926465774240816,1.2995785664023805,-0.163247309415738,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RBBP4,0.8152588476436307,0.9550302533073532,878,non-target,unlabeled,,,,0.135,7.73,0,0.0,,-1.4780629954657158,1.0779004390684908,,-4.344053215008508,,,,,,,,,,,,,,0
GIMAP5,0.8151242960722018,0.9549789765152292,879,non-target,unlabeled,,,,1.45,0.32,1,0.0,63.39152608584067,-0.2034385667894226,-1.652984332618112,2.734657949198372,-0.2534024167218403,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EFL1,0.8149165084275106,0.9549276997231052,880,non-target,unlabeled,,,,0.726,2.5,1,0.0,-33.91592325004425,1.2599587603681908,-3.75932614615218,,2.503316518571909,,,,,1.0,0.0,0.0,,,,,,,0
GTF2IRD2,0.814909509035072,0.9548764229309814,881,non-target,unlabeled,,,,0.293,9.43,0,0.42201,,,,,,,,,,,,,,,,,,,0
DST,0.814806314591829,0.9548251461388576,882,non-target,unlabeled,,,,0.321,3.68,0,0.098969,10.611984655501791,0.9760711981757648,-1.0879288530035114,2.083740971304975,-2.7962555691038316,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KCNJ11,0.8147501362860203,0.9547738693467336,883,in trial,trial_heldout,Phase 3,,,1.12,3.05,0,0.540064,,-1.4260521733080138,-2.834218969907357,-4.207074976413847,-0.7144476810685573,,,,,,,,,,,,,,0
ZNF217,0.8147399395554509,0.9547225925546098,884,non-target,unlabeled,,,,0.265,1.55,0,0.875908,23.354316006397813,0.1090815020707348,0.5941993294276319,0.6178804257062653,1.5693900075390532,,,,,0.0,0.0,0.0,,,,,,,0
ADCY5,0.8147125522694995,0.954671315762486,885,non-target,unlabeled,,,,0.34,4.57,0,0.454581,,,,,,,,,,,,,,,,,,,0
TRERF1,0.8146473425205307,0.954620038970362,886,non-target,unlabeled,,,,0.303,3.37,0,0.0,43.18785772479536,0.765052644513537,1.0520719681172632,11.176414854095444,-2.518913499986956,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PPP3CB,0.8145411921044191,0.9545687621782382,887,non-target,unlabeled,,,,0.217,5.44,0,0.0,-27.31830785331061,-0.2695022135476794,1.0926599575543336,,-6.934711305169554,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ATP2A2,0.8143686731250919,0.9545174853861144,888,non-target,unlabeled,,0.5851138207654533,0.5851138207654533,0.2,7.8,0,0.05804,37.333357156272,0.2816890451466414,1.1419269742784388,-2.865427971282353,-2.772566168807666,0.8472765181131092,0.4093224656138563,0.8955497382198953,0.4862272726060389,0.0,0.0,1.0,9.0,12.0,13.0,15.0,25.0,9.0,1
TAFAZZIN,0.8142894051816999,0.9544662085939905,889,non-target,unlabeled,,,,0.433,3.21,1,0.0,-24.974476713988725,0.1162078605791141,-1.9570061254280129,-1.7535787710276465,-2.0354934319159845,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SPTBN4,0.8140164366876236,0.9544149318018664,890,non-target,unlabeled,,,,0.409,4.19,0,0.0,,0.0053845641724638,1.795756111297409,1.9052068757473484,0.8189096203606808,,,,,,,,,,,,,,0
GIMAP6,0.8139697872675382,0.9543636550097426,891,non-target,unlabeled,,,,1.27,0.595,1,0.0,47.56435710414852,-0.5929627765213162,0.3417374123130318,-0.2747138750920051,-0.6773219163475767,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF362,0.8137961978262122,0.9543123782176188,892,non-target,unlabeled,,,,0.425,3.81,0,0.0,29.88823929160992,-0.2262545959328553,1.6254975563819518,1.4101204104509697,2.455924271765361,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FOSL2,0.8136856867577219,0.9542611014254948,893,non-target,unlabeled,,0.5447818319405053,0.5447818319405053,0.28,2.27,0,0.867239,43.962735893952406,-0.1339489857547437,-1.5530339338660502,2.0706056911093365,-2.655038591205907,0.1120667187907219,0.499745287824758,0.45,0.3876785690340361,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
CD2,0.8136745804548263,0.9542098246333708,894,approved,P,Approved,0.6482586645456396,0.6482586645456396,1.15,-0.0187,0,0.837357,-1.2383163127938983,1.9322439832212637,-0.955395250315468,2.184007925606826,10.74296352213463,0.1918165233255147,0.6314314824248599,0.4761780104712041,0.4396149590993452,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,3.0,1
CACNA1G,0.8131788378953934,0.9541585478412472,895,in trial,trial_heldout,Phase 3,,,0.374,6.39,0,0.0,,-1.22889455391234,0.2180911486592369,1.3934457882608278,1.3891198662340818,,,,,,,,,,,,,,0
ILRUN,0.8130680286704596,0.9541072710491232,896,non-target,unlabeled,,,,0.229,3.64,0,0.585713,-16.718962208493405,0.5786218916809464,-1.9437833893997,-3.5313892354317717,-3.583728659748646,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ITGAL,0.8130012175440788,0.9540559942569992,897,approved,P,Approved,0.5431320493095956,0.5431320493095956,0.601,2.47,0,0.685697,46.89970943286597,0.6746559113908059,0.9685096798204296,-1.6701680129756462,-0.2550747692742376,0.5506906437320823,0.9032093734080489,0.5083769633507853,0.3948324100572635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DLG4,0.8129946932196617,0.9540047174648754,898,non-target,unlabeled,,0.3849661134065173,0.3849661134065173,0.14,6.06,0,0.0,39.51087972820864,-0.4663576899284294,1.495216820498709,3.304799502839456,4.187265768126367,0.7479801928590044,0.7442689760570556,0.7890052356020942,0.0447362595450386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
PRKCG,0.812951785326004,0.9539534406727516,899,approved,P,Approved,,,0.468,4.32,0,0.0,,-0.6775373188038781,-1.6906634963681593,1.3121959074758276,-0.1062876016934589,,,,,,,,,,,,,,0
NTNG2,0.812913677111495,0.9539021638806277,900,non-target,unlabeled,,,,0.485,2.88,0,0.031481,66.05729079589184,0.5678627217160221,3.9450796412596394,-3.2544792336383943,3.012634374131774,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCD,0.8127978992523607,0.9538508870885036,901,non-target,unlabeled,,0.4232494565696745,0.4232494565696745,0.256,3.55,0,0.0,77.13075741144625,0.1417453913548045,0.4790701195075629,-1.861595449093874,-3.178245484623839,0.3346364347146208,0.053744268976057,0.4526178010471204,0.3988735320710634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GJA1,0.8126563087937796,0.9537996102963798,902,non-target,unlabeled,,,,0.507,3.76,0,0.388397,,-1.3454244377986913,-0.8126864442385119,,-2.6376242873879465,,,,,,,,,,,,,,0
MYRF,0.8126090733390866,0.953748333504256,903,non-target,unlabeled,,,,0.192,4.8,0,0.408259,-10.214477921628797,0.3797121272195625,-2.17267961756262,-0.4307754920274602,-1.840681797994287,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CACNA2D2,0.8124971298873425,0.953697056712132,904,in trial,trial_heldout,Phase 3,,,0.367,3.5,0,0.0,,1.0381360687632786,0.0914849452223143,4.859574654062246,-2.1945790692322436,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
OPHN1,0.8124272239389758,0.9536457799200082,905,non-target,unlabeled,,,,0.3,2.8,0,0.0,,-3.41243826907851,3.612547131804437,-3.9765351639405826,3.1079488511957245,,,,,,,,,,,,,,0
WDTC1,0.8123826314600147,0.9535945031278844,906,non-target,unlabeled,,,,0.256,5.63,0,0.195292,49.29146668639149,0.4857200793711616,-0.8344010532255409,2.7193251656801714,1.11983852323945,0.3599166015115976,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
